background,Chrt_ID,이름,Chrt_Pos,Event,sound,BGM,BGM2,Text,비고
,,,,,,,,(아드리안은 황궁밖에 대기 시켜놓은 왕국의 군사들을 지원해 주기로 했으며,
,,,,,,,,"(녹스는 황궁 전체에 결계를 걸어, 황후가 빠져나가지 않도록 막아주기로 했다.",
,,,,,,,,"(헤안은 기사단과 함께 본궁으로 침입해, 황후를 생포하기로 결정했다.",
,,,,,,,,"(이대로만 갈 수 있다면, 제국 개혁이라는 목표의 성공은 머지않은 것이었다.",
,,,,,,,,"(완벽하고도, 강력한 지원이 둘이나 생겨 든든해졌다.",
,S,세레나,,,,,,"아드리안, 따로 잠깐 시간 될까?",
,,,,,,,,"(하지만, 그 전에 아드리안에게 해야만 하는 이야기가 있었다.",
,A,아드리안,A_default_def,,,,,"어, 나?",
,S,세레나,,,,,,응. 잠깐이면 될 것 같아.,
,N,녹스,N_default_def,,,,,뭐냐? 둘이 어디 가는 건데.,
,H,헤안,H_default_des,,,,,"세레나님, 어디 가시는 겁니까?",
,S,세레나,,,,,,금방 다녀올게요. 내일 날이 밝는 대로 출발할 테니 다들 충분히 휴식을 취해주세요.,
,N,녹스,N_default_def,,,,,"뭐야, 금방 올 것처럼 얘기하더니.",
,H,헤안,H_default_des,,,,,"일단, 알겠습니다. ",
,H,헤안,H_default_def,,,,,"긴장 늦추지 마십시오, 세레나님.",
,S,세레나,,,,,,당연하죠. 걱정 마세요.,
black,,,,,footstep_grass2,,,(나는 아드리안과 함께 자리를 나섰다.,(발소리)
Noble_bed_yellow_night,S,세레나,,,,adrian1,,"미안해, 왕국의 왕자를 접대할 만한 곳이 여의치 않은 상황이라.",
,S,세레나,,,,,,일단 여기로 불렀어. 괜찮아?,
,A,아드리안,A_default_def,,,,,"뭐, 이 정도는 상관없지.",
,A,아드리안,A_default_def,,,,,그래서 나를 부른 이유는 뭔데?,
,S,세레나,,,,,,정식으로 고맙다는 인사를 전하고 싶어서.,
,S,세레나,,,,,,"사실 왕국의 지원이 없었더라면, 황후와의 싸움에서 승산이 없었을지 몰라.",
,S,세레나,,,,,,"지금 우리 기사단이나, 내 상황이 좋은 편은 아니거든.",
,A,아드리안,A_default_def,,,,,약속했잖아. 한 번만 말은 지켜야지.,
,A,아드리안,A_default_def,,,,,"그리고, 나도 이 일이 왕국을 위한 선택이라고 생각하기 때문에 동의한 거야.",
,A,아드리안,A_default_def,,,,,"서로에게 이익이 되는 선택이니까, 감사 인사는 사양할게.",
,S,세레나,,,,,,"아니야, 그래도!",
,A,아드리안,A_default_des,,,,,됐다니까? 어차피 우린 제국과 전쟁 중인 상태였어.,
,S,세레나,,,,,,하지만···.,
,,,,,,,,(그때 그의 눈빛이 갑작스레 변했다.,
,,,,,,,,(자세히 보니 아드리안의 뺨도 평소보다 붉어져 있었다.,
,A,아드리안,A_default_defR,,,,,"네가 아니었다면, 엉뚱한 곳을 향해 가고 있었을걸?",
,A,아드리안,A_default_defR,,,,,"제국에 대한 적개심만 높아져서, 왕국민들을 뒤로 했을지도 모르지.",
,A,아드리안,A_default_defR,,,,,오히려 감사해야 할 쪽은 내 쪽이야.,
,A,아드리안,A_default_defR,,,,,"고마워, 세레나 에프탈.",
,,,,,,,,(아드리안이 내 이름을 전부 부른 것은 지금이 처음이었다.,
,,,,,,,,(별것도 아닌 저 말이 내 마음을 요동치게 만들었다.,
,,,,,,,,(덕분에 빨개진 얼굴은 식을 생각이 없어 보였다.,
,,,,,,,,(그 순간이었다.,
,,,,,,,,(아드리안이 갑자기 날 껴안은 것은.,
,A,아드리안,A_default_desR,,,,,···세레나.,
,S,세레나,,,,,,"뭐, 뭐야? 아드리안?",
,A,아드리안,A_default_desR,,,,,"이미 눈치챘겠지만, 나 너 좋아해.",
,,,,,,,,(그의 마음에 혹시라는 생각을 가져본 적은 있었다.,
,,,,,,,,"(하지만, 지금과 같은 상황은 예상 밖의 일이었다.",
,S,세레나,,,,,,······.,
,A,아드리안,A_default_desR,menu,,,,너도 이미 알고 있었지?,
,,,,choise1,,,,날 좋아했다고?,아드리안 호감 5 상승
,,,,choise2,,,,···응.,아드리안 호감 10 상승
,S,세레나,,jump1,,,,날 좋아했다고?,
,A,아드리안,A_default_embR,,,,,설마 몰랐던 거야?,
,S,세레나,,,,,,말을 한적이 없는데 어떻게 알아···.,
,A,아드리안,A_default_embR,,,,,말을 해야 알아?,
,A,아드리안,A_default_embR,,,,,"야, 내가 여태 너한테···!",
,A,아드리안,A_default_defR,,,,,"됐다, 됐어. 너 같은 바보가 뭘 알겠냐.",
,A,아드리안,A_default_defR,,,,,"너를 좋아한 내가 바보지, 뭐.",
,S,세레나,,,,,,"그래, 이 바보멍청아.",
,A,아드리안,A_default_smiR,,,,,도와주러 온 사람한테 어쭈?,
,S,세레나,,,,,,아까는 감사 인사 필요 없다며. 그리고 너 자꾸 나한테 기어오른다?,
,A,아드리안,A_default_smiR,,,,,내가 나이도 더 많을 텐데.,
,S,세레나,,,,,,"이왕 이렇게 된 거, ""좋아해요, 누나.""라고 하면 답해줄게.",
,A,아드리안,A_default_badR,,,,,치사하게 뭐 그래?,
,,,,,,,,(아드리안이 품에서 나를 떼어냈다.,
,,,,,,,,"(그의 붉어졌던 얼굴은 다시 되돌아왔고, 지금은 짜증 내는 듯한 얼굴만이 남았다.",
,A,아드리안,A_default_desR,,,,,···하.,
,,,,,,,,"(한숨을 깊게 쉬더니, 가까이 다가와 내 손을 붙잡았다.",
,,,,,,,,(그리고 내 볼에 입을 맞췄다.,쪽 소리
,A,아드리안,A_default_desR,,,,,"좋아해요, 누나.",
,A,아드리안,A_default_desR,,,,,그러니까 답해줄래요?,
,,,,,,,,(그답지 않은 행동이었다. 애초에 내 장난을 들어준 것부터가.,
,,,,,,,,(내 심장이 가만히 있지를 못했다.,
,,,,,,,,"(미친 게 분명했다. 아드리안도, 나도.",
,S,세레나,,shake,,,,으··· 으아!,
,,,,,,,,"(나는 괜한 쑥스러움에 손을 내빼, 그의 얼굴을 밀어냈다.",
,S,세레나,,,,,,이 일이 다 정리되면 답해줄게.,
,A,아드리안,A_default_lahR,,,,,"말이 자꾸 바뀌네, 누나?",
,S,세레나,,,,,,미친 거 아니야?,
,A,아드리안,A_default_lahR,,,,,누나 소리 되게 좋아하는 것 같은데?,
,S,세레나,,,,,,뭔 소리야! 자꾸 이러면 답도 안 해줄 거야.,
,A,아드리안,A_default_smiR,,,,,그럼 안되지. ,
,,,,,,,,"(나와는 달리, 아드리안은 묘하게 여유로워졌다.",
black,,,,,,,,"(그렇게 아드리안과 이야기를 나누다, 새벽이 밝기 전에 헤어졌다.",
,,,,,,,,"(분명 아드리안이 오기 전까지는 목숨이 오갔는데,",
,,,,,,,,(지금은 조금 숨이 트이는 것 같았다.,
,,,,,,,,"(하지만 이 평화는 오래가지 않을 것을 알기에, 마음을 다잡고 기사단에 합류해 작전을 세웠다.",
,S,세레나,,jump2,,,,···응.,
,A,아드리안,A_default_desR,,,,,넌 정말 잔인하다.,
,A,아드리안,A_default_desR,,,,,내가 널 좋아하는 걸 알고 있으면서···. ,
,,,,,,,,(나를 안고 있는 그의 팔에 힘이 잔뜩 힘이 들어갔다.,
,S,세레나,,,,,,"아, 아드리안···. ",
,A,아드리안,A_default_desR,,,,,날 너무 믿지 마.,
,A,아드리안,A_default_desR,,,,,항상 사심을 담아서 널 대하고 있으니까.,
,A,아드리안,A_default_desR,,,,,"그러니까, 이건 봐주라. 나도 정말 오래 참았단 말이야.",
,,,,,,,,(따뜻했다. 나를 품에 안고 있는 그의 손이.,
,,,,,,,,(그리고 모든 순간 나를 진심으로 대해주는 아드리안의 마음이.,
,,,,,,,,"(사실, 나조차 오래전부터···",
,S,세레나,,,,,,안 참아도 되는데···.,
,A,아드리안,A_default_desR,,,,,뭐?,
,S,세레나,,,,,,아냐. 못 들었으면 됐어.,
,A,아드리안,A_default_desR,,,,,내가 못 들어서 다시 물어본 걸로 보여?,
,A,아드리안,A_default_desR,,,,,너 지금 그게 무슨 의미인지는 알고 말한 거지?,
,,,,,,,,(나는 고개를 끄덕였다.,
,,,,,,,,(아드리안은 내 어깨에 얼굴을 파묻으며 깊은 한숨을 내쉬었다.,
,A,아드리안,A_default_defR,,,,,하···.,
,A,아드리안,A_default_defR,,,,,"널 어떻게 해야 할까, 내가.",
,,,,,,,,(아드리안은 그 말을 끝으로 키스를 시작했다.,쪽 소리
,,,,,,,,(입맞춤이 너무 격해서 숨조차 쉬기 힘들 정도였다.,
,S,세레나,,,,,,"아, 아드리안. 잠시만!",
,A,아드리안,A_default_desR,,,,,왜? 그만··· 할까?,
,,,,,,,,(처음 보는 아드리안의 기죽은 목소리.,
,,,,,,,,(아무래도 내가 스킨십을 싫어한다고 오해한 모양인 듯했다.,
,S,세레나,,,,,,"아니, 싫은 게 아니라···.",
,S,세레나,,,,,,"허리가 아파서, 침대로 가면 안 될까?",
,,,,,,,,(아드리안은 내 몸을 번쩍 들었다.,
,,,,,,,,(그리고 침대에 나를 던졌다.,
,,,,,,,,(물론 던졌다고 하기엔 내가 혹여나 다칠까 하나부터 열까지 신경 쓰는 느낌이었다.,
,S,세레나,,,,,,부끄러워···.,
,A,아드리안,A_default_defR,,,,,이제 와서?,
,,,,,,,,(아드리안은 아까와는 비교도 안 될 정도로 거칠게 입을 맞췄다.,
,,,,,,,,(무언가에 쫓기는 듯이 내 입술을 탐했다.,
,,,,,,,,(밤은 길었다.,
,,,,,,,,(나는 아드리안의 어깨에 손을 얹었다.,
,S,세레나,,,,,,"고마워, 아드리안.",
,S,세레나,,,,,,"그냥, 다···.",
,,,,,,,,(그때 그의 눈동자가 흔들렸다.,
,,,,,,,,(심장 소리도 점점 크게 들렸다.,
,A,아드리안,A_default_defR,,,,,네가 나 책임져야 해.,
,,,,,,,,"(그렇게 우리는 잠도 자지 않고, 서로를 탐했다.",
,,,,,,,,"(누가 말하지 않아도, 우리는 최대한 많은 시간을 서로 사랑했다.",
,,,,,,,,"(아무런 말이 필요 없었다. 우리는 그저 서로의 존재를 느끼고, 함께 있는 그 순간에 집중했다.",
,,,,,,,,"(겨울의 밤은 서로를 알아가기에, 충분한 시간이었다. ",
black,,,,,,,,,(검정 화면)
,,,,,,,,"(새벽이 밝기 전, 나는 조용히 일어나 아드리안을 바라봤다.",
,,,,,,,,"(그의 옆에서 이 밤을 보낸 것이 믿기지 않을 정도로, 나는 그와 함께 있는 지금이 너무나도 평화로웠다. ",
,,,,,,,,"(하지만 이 평화는 오래가지 않을 것을 알기에, 마음을 다잡고 기사단에 합류해 작전을 세웠다.",
Forest_day,,,,,,,,,(화면 전환)
Kingdom_garden,,,,,,,,,(황궁 앞)
,,,,end,,tension6,,(황후가 있는 본궁에 가까워질수록 심장이 점점 더 빨리 뛰었다.,
,,,,,,,,"(찬 새벽 공기가 폐를 파고들었지만, 그조차도 나의 결의를 꺾을 수 없었다.",
,H,헤안,H_default_def,,,,,떨리십니까?,
,S,세레나,,,,,,떨리지 않는 게 이상하지 않나요?,
,N,녹스,N_default_def,,,,,어제 늦게까지 어디 있었냐?,
,H,헤안,H_default_def,,,,,그런 건 물어보지 마십시오. 실례 아닙니까.,
,N,녹스,N_default_def,,,,,자기도 궁금하면서 뭘.,
,N,녹스,N_default_def,,,,,"늦게까지 너 기다리느라 한숨도 못 잤어, 얘.",
,S,세레나,,,,,,정말요?,
,H,헤안,H_default_des,,,,,"···아닙니다. 그냥 황후를 제대로 마주할 생각을 하니, 심란해서 그랬던 겁니다.",
,,,,,,,,(불편해 보이는 헤안의 표정.,
,,,,,,,,(이 모든 상황이 그저 웃기기만 한 녹스.,
,,,,,,,,(하지만 저 미소에도 무언가 불만을 감추고 있다면 기분 탓일까?,
,,,,,,,,(아드리안은 그저 재밌다는 듯 저 둘을 바라보고 있었다.,
,,,,,,,,(나는 뒤를 돌아봤다.,
,,,,,,,,(든든한 이들이 함께였다.,
,S,세레나,,,,,,다들 이제 준비하셔야 할 겁니다.,
,S,세레나,,,,,,이게 마지막 싸움이 될 테니까.,
,H,헤안,H_default_smi,,,,,"네, 알겠습니다. 세레나님.",
,N,녹스,N_default_smi,,,,,너무 쫄진 마. 여차하면 나랑 도망치면 되니까.,
,,,,,,,,"(긴장된 분위기를 풀기 위해, 녹스가 던지는 농담도 전혀 도움이 되지 않았다.",
,,,,,,,,(그만큼 긴장되는 순간이었다.,
,S,세레나,,,,,,저희는 황후가 있는 본궁을 기습할 겁니다. 쳐들어올 걸 생각지 못한 황후에게 뒤통수를 치는 거죠.,
,H,헤안,H_default_des,,,,,좋습니다. 다만 조금 떨리는 군요···.,
,,,,,,,,(고요 속에서 들려오는 발소리와 갑옷이 스치는 소리만이 긴장된 분위기를 더욱 고조시켰다.,
,,,,,,,,"(이 순간을 위해 얼마나 많은 피와 눈물을 흘렸는지, 나는 너무도 잘 알고 있었다.",
,,,,,,,,"(궁의 외곽에 다다르자, 우리는 순식간에 포위망을 형성했다. ",
,,,,,,,,"(이 거대한 황궁의 위용이 느껴졌지만, 그 안에 있는 자를 생각하니 분노가 치밀어 올랐다. ",
,,,,,,,,"(그녀가 얼마나 오랜 시간 동안 제국을 자신의 손아귀에 쥐고 흔들었는지를 기억하며, 나는 결의를 다졌다.",
,S,세레나,,,,,,다들 꼭 살아남아 주세요.,
,,,,,,,,"(조용히 손을 들어 신호를 보내자, 한 명씩 움직이기 시작했다.",
,,,,,,,,(아드리안은 황궁 밖에서부터 왕국의 기사단과 함께 밀고 들어오기 위해 자리를 떠났다.,
,,,,,,,,(녹스도 황궁 전체에 결계를 걸기 위해 재빠르게 사라졌다.,
,,,,,,,,(지금 내 곁엔 헤안과 우리 기사단뿐이다.,
,,,,,,,,(나는 큰 소리로 외쳤다.,
,S,세레나,,shake,,,,황후를 끌어내라!!!,전쟁 신호 또는 함성 소리
,,,,,war_shout,,,(우리는 황후가 있는 본궁을 기습했다.,
,,,,,,,,"(황후의 기사단은 우리의 기습에 어영부영하더니, 이내 우리 기사단에게 빠르게 입구를 점령당했다.",
,,,,,,,,(항복했던 내가 이렇게 다시 돌아올 줄은 몰랐던 모양이었다.,
,,,,,,,,(뒤늦게 상황을 파악한 기사단장이 지원군을 부르고 있었다.,
,,,,,,,,"(하지만, 아드리안의 기사단 때문에 지원군이 쉽사리 오지 못하고 있었다.",
,,,,,,,,"(나와 헤안은 이 기회를 노리고, 조심히 황후에게로 향했다.",
,S,세레나,,,,,,"잘할 수 있을까요, 헤안?",
,H,헤안,H_default_smi,,,,,당신이라면 분명 잘 해낼 겁니다.,
,H,헤안,H_default_def,,,,,"그렇지만, 서둘러야 합니다.",
,H,헤안,H_default_def,,,,,"여기서 늦어지다간, 황후가 몸을 숨길 수도 있으니까요.",
Kingdom_way,,,,,,,,(우리는 황후의 방으로 이어지는 복도를 따라 조심스럽게 전진했다.,
,,,,,,,,"(무거운 침묵 속에서, 내 숨소리조차 크게 들리는 것 같았다.",
,,,,,,,,"(그러나 발걸음을 멈추지 않았다. 한 걸음, 한 걸음씩 황후에게 가까워졌다.",
,S,세레나,,,,,,···도착했습니다.,
,S,세레나,,,,,,"제가 신호를 보낼 테니, 황후의 호위 기사를 처리하는 동안 황후를 생포해 주세요.",
,H,헤안,H_default_def,,,,,"네, 알겠습니다.",
,,,,,,,,(방심하고 있을 그녀의 얼굴이 머릿속에 떠올랐다. ,
,,,,,,,,(우리가 쳐 들어올 것은 생각하지도 못하고 있을 것이다.,
,,,,,,,,"(하지만 그녀의 오만함이 오늘, 황후를 무너뜨릴 것이다.",
Noble_bed_red_day,,,,shake,door,,,(헤안이 황궁의 문을 열었다.,
,,,,,,,,(그곳엔 방심하고 있는 황후의 얼굴과 호위 기사가 보였다.,
,S,세레나,,,,,,카일리! 당신을 끝내러 왔습니다.,
,카일리,카일리,Q_default_bad,,,,,뭐? 이게 어떻게 된 거야!,
,카일리,카일리,Q_default_bad,,,,,"여봐라, 이 자식들을 당장 처리하거라!",
,S,세레나,,,,,,당신 편은 이곳에 없습니다. 제 지원군이 발을 묶고 있거든요.,
,카일리,카일리,Q_default_ang,,,,,말도 안 돼! 그럴 리 없어!,
,,,,,,,,(헤안은 자신에게 달려오는 호위 기사를 상대했다.,
,,,,,,,,(그는 뛰어난 검술가였기에 금방 처리할 수 있을 것으로 보였다.,
,,,,,,,,(나는 한 걸음 더 다가가 그녀를 똑바로 바라보았다.,
,S,세레나,,,,,,"이제 끝입니다, 황후. 제국은 더 이상 당신의 손아귀에 있지 않을 겁니다.",
,,,,,,,,(황후는 마치 이 상황을 부정하고 싶은 듯 고개를 저었다.,
,,,,,,,,(나는 그녀를 결박했다.,
,,,,,,,,"(거세게 저항할 줄 알았던 내 생각과는 달리, 그녀는 체념한 듯 가만히 있었다.",
,S,세레나,,,,,,"모든 걸 포기하건가, 이렇게 쉽게?",
,S,세레나,,,,,,그럴 거면 어째서 말도 안 되는 전쟁을 일으킨 거지?,
,S,세레나,,,,,,"카일리, 당신은!",
,카일리,카일리,Q_default_smi,,,,,···너는 네가 모든 걸 다 안다고 생각하지?,
,카일리,카일리,Q_default_smi,,,,,착각하지 마라. 네가 제국을 잘 다스릴 수 있을 것 같아?,
,카일리,카일리,Q_default_smi,,,,,정치 한 번을 안 해본 네가? 참 웃기는 노릇이구나.,
,S,세레나,,,,,,닥쳐. 사람을 도구 취급하는 당신이 제국의 자리에 있어선 안 돼.,
,S,세레나,,,,,,당신은 살인자일 뿐이야. 내가 이 제국을 개혁하겠어.,
,S,세레나,,,,,,그리고 당신은 처형되겠지.,
,,,,,,,,(황후는 갑자기 소리내어 웃었다.,
,카일리,카일리,Q_default_lah,,,,,하하하!,
,카일리,카일리,Q_default_smi,,,,,모든 게 다 네 계획대로 되는 것 같지?,
,카일리,카일리,Q_default_def,,,,,웃기지 마.,
,카일리,카일리,Q_default_def,,,,,포기라는 건 약자들이 하는 거란다.,
