background,Chrt_ID,이름,Chrt_Pos,Event,sound,BGM,BGM2,Text,비고
,,,,,,,,(녹스는 마탑을 완전히 바꿔내는 데에 성공했다.,
,,,,,,,,"(모든 마법사가 마탑을 나와, 세상을 누비고 다니기 시작했으니.",
,S,세레나,,,,,,"알겠어, 가자.",
,,,,,,,,"(황후를 죽이고, 제국을 갈아엎기 시작한 지 1년은 됐나.",
,,,,,,,,"(아드리안은 다시 프라타히라 왕국으로 돌아갔으며,",
,,,,,,,,"(독자적인 왕국의 권리를 다잡아주기로 했다.
",
,,,,,,,,(제국과의 활발한 교류까지 포함해서.,
,,,,,,,,(그리고 나는 에런 스승님에게 황위를 넘겼다.,
,,,,,,,,"(내가 황제가 되기에는 제대로 된 교육도 받지 못했고,",
,,,,,,,,(황궁 자체에 신물이 났기 때문이었다.,
Kingdom_throne_day,E,에런,E_default_emb,,,,,"그게 무슨 말이야, 세레나.",회상 느낌 (황실 내부? 느낌)
,E,에런,E_default_des,,,,,나는 그럴 자격 없어.,
,S,세레나,,,,,,"그걸 스스로 알고 계시니까, 스승님에게 맡기는 거예요.",
,S,세레나,,,,,,책임감과 죄책감이 원동력이 될 테니까요.,
,E,에런,E_default_des,,,,,······.,
,S,세레나,,,,,,"당연히, 계속 지켜볼 겁니다.",
,S,세레나,,,,,,언제든지 그 자리에서 끌어내릴 수 있다는 소리예요.,
,,,,,,,,"(결정적으로, 스승님을 황제로 만들자는 어려운 결정은",
,,,,,,,,(황궁과 황제라는 자리가 그에게는 감옥이자 족쇄가 되기 때문이었다.,
,,,,,,,,(그는 이제 죽기 전까지 평생 속죄해야만 할 것이었다.,
,,,,,,,,"(게다가, 헤안을 그의 옆에 세웠으니 충분히 믿을만했다.",
,,,,,,,,(둘의 능력은 출중하기도 하고.,
,,,,,,,,(헤안의 레이워스가는 멸문을 면했다.,
,,,,,,,,(제국의 새로운 시대를 위한 자금과 봉사를 충당하는 조건으로 말이다.,
Kingdom_way,S,세레나,,,,,,헤안은 잘할 거라 믿어요.,회상 느낌 (황실 내부? 느낌)
,H,헤안,H_default_smi,,,,,감사합니다.,
,H,헤안,H_default_smi,,,,,"제국의 태양이 꺼지지 않도록, 노력하겠습니다.",
,,,,,,,,(물론 나도 완전히 제국에 손을 뗀 건 아니었다.,
,,,,,,,,(제국의 중대 사항들에는 빠짐없이 참석이 가능한 지위를 남겨두었으니까.,
,,,,,,,,"(사실상 황제라는 이름만 있을 뿐, 권리는 철저히 분리되었다.",
,,,,,,,,(언젠가는 황제라는 이름조차도 사라지는 날이 왔으면 좋을 것 같다.,
,,,,,,,,"(아, 가장 중요한 앞으로의 내 미래는···.",
Tower_in,N,녹스,N_default_bad,,,nox3,,"가자며, 자꾸 이렇게 굼실거릴래?",마을 배경 or 마탑 배경
,N,녹스,N_default_bad,,,,,이제 와서 싫다고 그러는 건 아니지?,
,S,세레나,,,,,,"아니야, 잠깐 다른 생각 좀 한 거야.",
,N,녹스,H_default_def,,,,,흠···.,
,,,,,,,,(녹스가 내게 짧은 입맞춤을 해왔다.,쪽소리
,N,녹스,H_default_smi,,,,,내 앞에서 다른 생각 하지 마.,
,,,,,,,,(녹스와 함께 떠나기로 했다.,
,,,,,,,,(도착지가 없는 여행을.,
,,,,,,,,"(아마 평생을 걸칠지도 모르겠지만,",
,,,,,,,,(나는 이런 자유를 원했었다.,
,,,,,,,,(녹스 또한 나와 마음이 맞았고.,
,S,세레나,,,,,,넌 아직도 가끔 보면 어린애 같아.,
,N,녹스,H_default_smi,,,,,그래? 좋네.,
,S,세레나,,,,,,왜?,
,N,녹스,H_default_smi,,,,,"부양 욕구가 드는 게, 최고의 애정이라고 하거든.",
,S,세레나,,,,,,···뭐?,
,N,녹스,H_default_smi,,,,,"그러니까, 그 애정 계속 유지해~",
,,,,,,,,(녹스의 실없는 소리도 여전했다.,
,,,,,,,,(그런 점이 장점이기도 하지만.,
,N,녹스,H_default_smi,,,,,"아무튼, 이제 넌 나만 봐야 해.",
,S,세레나,,,,,,이건 또 무슨 소리래···.,
,,,,,,,,설마 나 말고 다른 놈한테 가려고 했어?,
,,,,,,,,"(녹스는 두 손을 교차해서 본인의 몸을 껴안고, 처량한 표정을 지었다.",
,S,세레나,,,,,,허.,
,,,,,,,,(나는 헛웃음만 나올 뿐이었다.,
,N,녹스,H_default_bad,,,,,대답 안 하는 거 봐라?,
,S,세레나,,,,,,너 같으면 하겠어? 말할 가치도 없다.,
,N,녹스,H_default_smi,,,,,그럼 나만 보겠다고 한 걸로 알고 있는다?,
,S,세레나,,,,,,네 맘대로 하세요~,
,,,,,,,,"(녹스는 늘 그렇듯, 장난스럽게 입꼬리를 올리고는 내게 기댔다.",
,,,,,,,,(그리고 마법으로 꽃 한 송이를 꺼내 들었다.,
,,,,,,,,"(제국과 내가 안정적으로 자리를 잡고 나서부터, 녹스가 자주 하는 행동이었다.",
,,,,,,,,(기분이 좋을 때 하는 듯했다.,
,S,세레나,,,,,,"아, 맞다.",
,S,세레나,,,,,,앞으론 여행하면서 마법 사용 금지.,
,N,녹스,H_default_bad,,,,,뭐? 마법 빼면 나한테 뭐가 남는다고!,
,,,,,,,,(내게 기대고 있던 녹스가 다시 제자리를 찾아갔다.,
,N,녹스,H_default_bad,,,,,마법이 없으면 앞으로 너나 나나 엄청 불편할걸?,
,S,세레나,,,,,,마법 빼면 네가 남지. 뭐가 남아.,
,S,세레나,,,,,,"난 너랑 다니고 싶은 거지, 마법이랑 다닐 생각 없어.",
,S,세레나,,,,,,"그리고 나랑 다닐 거면, 마법 없이 사는 법도 배워야 할 걸?",
,S,세레나,,,,,,여전히 나한테는 마법 못 쓰잖아.,
,N,녹스,H_default_def,,,,,···그렇지.,
,S,세레나,,,,,,"다 내려놓자. 능력이든 뭐든, 힘들었던 거, 좋았던 거 다.",
,S,세레나,,,,,,그리고 처음부터 나랑 같이 다시 시작하자.,
,S,세레나,,,,,,어때?,
,,,,,,,,(녹스는 말을 잠깐 잃은 듯했다.,
,,,,,,,,(멍한 표정을 짓고 있었으니까.,
,,,,,,,,"(그러다, 자포자기라도 한 듯한 한숨을 내뱉었다.",
,N,녹스,H_default_smi,,,,,"나는 강하고, 똑똑해.",
,S,세레나,,,,,,알아. 갑자기 웬 자기 자랑?,
,N,녹스,H_default_smi,,,,,"근데, 너와 함께할 때마다는 모르는 것투성이야.",
CG_N_ending,N,녹스,H_default_smiR,,,,,"그러니, 네가 평생에 걸쳐 나를 가르쳐줘.",일러스트
,N,녹스,H_default_smiR,,,,,"이 세상을, 그리고 너에게 녹아드는 법을 말이야.",
,,,,,,,,(그가 내게 손을 내밀었다.,
,S,세레나,,,,,,마법사 고백은 다 이래?,
,,,,,,,,(마법사치고는 마법 하나 없는 초라한 고백이었다.,
,,,,,,,,(내가 방금 전에 했던 말을 고려해서 말해준 건지.,
,,,,,,,,(하지만 이러한 고백이 오히려 녹스답다는 생각이 들었다.,
,N,녹스,H_default_smiR,,,,,모르겠는데.,
,N,녹스,H_default_smiR,,,,,"그래도 확실한 건, 마법사 중에서는 내가 최초일걸?",
,N,녹스,H_default_smiR,,,,,인간에게 고백한 마법사로 말이야.,
,S,세레나,,,,,,"그럼, 나는 마법사에게 최초로 고백받은 사람이네.",
,N,녹스,H_default_smiR,,,,,"그래, 그러니까 받아줘.",
,,,,,,,,"(녹스는 어리광을 부리면서도, 초조해 보였다.",
,,,,,,,,(하지만 이미 내 대답은 정해져 있었다.,
,,,,,,,,(황궁을 나와 그와 세상을 거닐기로 한 이후부터.,
,S,세레나,,,,,,"평생이 뭐야, 영원히 가르쳐줄 수도 있어.",
,S,세레나,,,,,,너와 내 세상이 다 녹아 없어질 때까지도.,
,,,,,,,,(내 대답에 그가 보여준 미소는,
,,,,,,,,(그 무엇보다 눈부셨다.,
,,,,,,,,"(나 또한 참을 수 없을 만큼의 감정이 차올라, 그를 껴안았다.",
,N,녹스,H_default_smiR,,,,,"어떤 지식과 마법을 끌어와도, 이 단어 외에는 설명 못 할 거야.",
,N,녹스,H_default_smiR,,,,,···사랑해. ,
,S,세레나,,,,,,나도.,
,,,,,,,,(녹스의 세계에서 나는 늘 예외인 존재다.,
,,,,,,,,(그가 세운 규칙들을 내가 모조리 부수고 다녔으니까.,
,,,,,,,,(아마 그의 존재 역시 나에게도 마찬가지겠지.,
,,,,,,,,"(하지만, 그 예외 속에서 우린 앞으로 서로의 정답을 찾아갈 것이다.",
