background,Chrt_ID,이름,Chrt_Pos,Event,sound,BGM,BGM2,Text,비고
,A,아드리안,A_default_bad,,,,,"됐다니까, 얼른 황후한테 가기나 하자!",
,,,,,,,,(답지 않게 고집을 부리는 아드리안.,
,,,,,,,,(도대체 무슨 생각을 하고 있는지 알 수가 없었다.,
,S,세레나,,,,,,황후보다 네가 더 중요해.,
,A,아드리안,A_default_embR,,,,,뭐? ,
,S,세레나,,,,,,"나한텐 아드리안 하몬, 당신이 더 중요하다고.",
,S,세레나,,,,,,"그러니까 잔말 말고 조용히 치료나 받아, 어차피 금방 끝나니까.",
,A,아드리안,A_default_desR,,,,,···지잖아.,
,S,세레나,,,,,,잘 못 들었어. 다시 말해줘.,
,A,아드리안,A_default_desR,,,,,날 치료하면 네가 힘든 거 아냐?,
,A,아드리안,A_default_desR,,,,,이런 엄청난 힘에 부작용 하나 없을 리가 없잖아.,
,,,,,,,,(그의 눈망울이 일렁였다.,
,,,,,,,,(그건 나를 걱정하는 표정이었다.,
,S,세레나,,,,,,바보.,
,S,세레나,,,,,,"그건 예전 일이고, 지금은 괜찮아.",
,S,세레나,,,,,,이젠 든든한 뒷배가 있으니까.,
,,,,,,,,(나는 심장에서 움직이는 힘을 손으로 모았다.,
,,,,,,,,"(내 손이 닿자, 그의 어깨는 깨끗하게 치료되었다.",
,A,아드리안,A_default_des,,,,,"정말 괜찮은 거야, 세레나?",
,S,세레나,,,,,,"응, 내 눈을 봐봐, 아무렇지도 않아.",
,S,세레나,,,,,,이젠 다 나았어.,
,A,아드리안,A_default_smi,,,,,다행이네.,
,,,,,,,,(아드리안은 안심하는 듯한 표정을 지었다.,
,,,,,,,,(그 표정이 귀엽게만 느껴졌다.,
,S,세레나,,,,,,저번에 동굴에서 나 구해준 거.,
,S,세레나,,,,,,이걸로 빚은 갚은 거다?,
,A,아드리안,A_default_bad,,,,,"하, 진짜!",
,,,,,,,,(해맑게 웃는 세레나.,
,,,,,,,,(그리고 그녀를 바라보는 아드리안의 눈빛에는 복합적인 감정이 섞여 있었다.,
,,,,,,,,(그때 저 멀리서 녹스가 등장했다.,
,N,녹스,N_default_smi,,,,,내가 너무 늦은 건 아니지?,
,,,,,,,,(녹스의 마법이 공중에 일렁였다.,
,,,,,,,,"(그의 강력한 마법으로 기사단들은 전의를 상실한 채, 바닥에 쓰러지고 말았다.",
,,,,,,,,(인간의 전쟁에 개입하지 않는다고 말한 녹스가 벌인 의외의 행동이었다.,
,,,,,,,,(승리와 패배가 결정됐다.,
,S,세레나,,,,,,"녹스, 인간의 삶에는 개입하지 않는다며?",
,N,녹스,N_default_smi,,,,,"뭐, 그러려고 했는데.",
,N,녹스,N_default_smi,,,,,이젠 안 그래도 될 것 같아서~,
,S,세레나,,,,,,"순 자기 멋대로네, 아무튼 고맙다.",
,,,,,,,,"(나는 녹스에게 감사 인사를 한 뒤, 황후에게 천천히 다가갔다.",
,,,,,,,,"(황후를 안 이후로, 처음이었다.",
,,,,,,,,(엉망이 된 머리와 힘없이 주저앉은 모습이.,
,황후 카일리,황후 카일리,Q_default_bad,,,,,네 년 하나 때문에···.,
,S,세레나,,,,,,확실하게 말해드릴까요?,
,S,세레나,,,,,,"나 때문이 아니라, 당신 때문입니다.",
,S,세레나,,,,,,"죄 없는 사람들이 고통받으며 죽어 나간 것도, 제국을 이렇게 망쳐놓은 것도,",
,S,세레나,,,,,,당신 본인을 이렇게나 몰아간 것도.,
,황후 카일리,황후 카일리,Q_default_ang,,,,,···이러면 안 되는 거잖아!,
,황후 카일리,황후 카일리,Q_default_ang,,,,,불공평해. 이건 불공평하다고!,
,S,세레나,,,,,,당신에게 어떤 사정이 있었는지는 몰라요.,
,S,세레나,,,,,,하지만 이제 그만 둡시다.,
,,,,,,,,(나는 망연자실해 있는 그녀를 향해 칼을 꺼내 들었다.,
,,,,,,,,"(여기까지 오는 데에 정말 긴 시간이 걸렸고, 많은 사건 사고들을 겪었다.",
,,,,,,,,"(하지만 그에 비해, 그녀의 목숨 하나로 모든 게 끝나는 게 허무한 것 같기도 했다.",
,,,,,,,,"(어찌 보면, 너무나도 간단한 해결이었다.",
,황후 카일리,황후 카일리,Q_default_bad,,,,,반드시 다음에는···.,
,,,,,,,,(그녀는 부릅 뜬눈으로 나를 쳐다보고 있었다.,
,S,세레나,,,,,,다음이란 당신에게 없어요.,화면 흔들림
,,,,shake,sword_damage2,,,(나는 그렇게 그녀의 목을 베었다.,칼소리
,S,세레나,,,,,,있어서도 안 되고.,
Forest_night,,,,,,peace,,(숨을 들이쉬었다.,
,S,세레나,,,,,,끝났네. 다.,
,,,,,,,,"(그리고, 나는 외쳤다.",
,S,세레나,,,,,,다들 멈춰!,
,S,세레나,,,,,,"반역자 에런은 황위를 포기했고, 황후는 죽었다.",
,S,세레나,,,,,,이 이상의 전투는 내가 직접 처단하겠다.,
,,,,,,,,(황후의 지원군과 기사단은 칼을 내려놓기 시작했다.,
,,,,,,,,"(아드리안이 뒤에서 다가와, 황후의 기사단을 향해 외쳤다.",
,,,,,,,,(그의 말에 전투태세를 갖췄던 기사단들이 하나둘씩 제 검을 바닥에 떨어뜨렸다.,
,,,,,,,,(명백한 항복의 의미였다.,
,S,세레나,,,,,,차기 황제? 내가 언제부터 황제가 된 거야?,
,A,아드리안,A_default_def,,,,,"에런도 없고, 황태자도 죽었는데. 그럼, 네가 하는 거 아니야?",
,S,세레나,,,,,,하하! 그렇긴 하지.,
,,,,,,,,"(그때 숨 돌릴 틈 없이, 헤안이 다가왔다.",
,S,세레나,,,,,,"고마워요 헤안, 당신이 없었다면 이 개혁은 성공하지 못했을 겁니다.",
,H,헤안,H_default_smi,,,,,아니에요. 모든 건 세레나 당신이었기 때문에 가능한 일이었습니다.,
,A,아드리안,A_default_smi,,,,,"나는 이제 왕국으로 돌아가서, 이 소식을 알려야겠네.",
,S,세레나,,,,,,"응, 왕국 건에 대해서는 나중에 공식적으로 찾아갈게.",
,,,,,,,,"(나는 어찌 되었든, 황후의 사람들도 치유해 줬다.",
,,,,,,,,"(그들 또한 나와 같은 충실한 황실의 개였고, 황후의 말을 들어야 했을 테니.",
,,,,,,,,"(가장 중요한 건, 그들도 제국인이라는 것이었다.",
,,,,,,,,(그래서 그들을 처단하는 것보다는 징계를 내리는 것이 옳다고 생각했다.,
,,,,,,,,(그리고 스승님이 천천히 걸어와 내게 말을 건넸다.,
,E,에런,E_default_des,,,,,현실을 모르는 건 나였어. 세레나.,
,E,에런,E_default_des,,,,,용서하지 않아도 돼.,
,S,세레나,,,,,,스승님의 처분에 대해서는 생각해 보겠습니다.,
,S,세레나,,,,,,각오하셔야 할 겁니다.,
,S,세레나,,,,,,"당신이 평생 짊어질 수 있는 벌이자, 숙제를 내드릴게요.",
black,,,,,,,,"(그렇게 황궁의 불은 사그라들었고,",검은 화면
,,,,,,,,(나는 황후의 목을 성문 앞에 내걸었다.,
,,,,,,,,(그리고 제국민 앞에서 선언했다. ,
,,,,,,,,(제국의 미래에 전쟁과 황실의 횡포는 없을 것이라고.,
,,,,,,,,(그렇게 전쟁은 끝났다.,
,,,,,,,,"(하지만, 아직 끝나지 않은 문제가 남아 있었다.",
Kingdom_table,,,,,,comfort7,,(-황궁 회의실,황궁 (회의실 같은 거면 좋을듯)
,,,,,,,,(나는 황후를 처단한 이후에도 마음속에 남아있는 혼란과 불안을 지울 수 없었다.,진지한 분위기 브금
,,,,,,,,(이번 전쟁으로 제국과 왕국 모두 상당한 피해를 입었다.,
,,,,,,,,"(휴전 중인 프라타히라 왕국, 복속된 소국들과 적대적인 다른 왕국들은 어떻게 해야 할지.",
,,,,,,,,"(모든 게 문제투성이였다.
",
,,,,,,,,(우린 지금 그 문제를 해결하기 위해 모였다.,
,S,세레나,,,,,,제국은 이제 안정이 필요합니다. 하지만 저희 힘만으로는 힘들 것 같습니다.,
,A,아드리안,A_default_def,,,,,"동의해. 전쟁이 끝났지만, 앞으로 제국과 왕국을 어떻게 다스릴지 고민해 봐야 할 것 같아.",
,S,세레나,,,,,,흠···.,
,N,녹스,N_default_def,,,,,애초에 마탑은 인간의 세상에 개입하면 안 돼서. 난 뭐 할 말이 없다.,
,A,아드리안,,,,,,세레나 구할 때는 잘만 개입하더니만.,
,N,녹스,N_default_des,,,,,"야, 그건 그거고. ",
,N,녹스,N_default_des,,,,,원래는 하면 안 돼~ 마탑을 뜯어고치기 전까지는.,
,,,,,,,,(다들 이 사태를 어떻게 해쳐 나가야 할지 고민하고 있었다.,
,,,,,,,,(그때 불현듯 내 머릿속에 한 가지 생각이 스쳐 지나갔다.,
,S,세레나,,,,,,황후가 제국을 망치게 된 이유 중 하나는 외부와의 연합을 경시한 데 있었어.,
,S,세레나,,,,,,"그녀는 제국만의 자립을 고집했지만, 그 결과는 혼란과 파괴뿐이었지.",
,,,,,,,,(아드리안은 고개를 끄덕이며 내 말을 이어받았다.,
,A,아드리안,A_default_def,,,,,왕국도 예외는 아니야. 두 나라 모두 힘의 균형을 잃으면 언젠간 또다시 서로를 파괴하는 길로 향하게 될 수도 있어.,
,H,헤안,H_default_def,,,,,"우리 세대가 아니더라도, 다음 세대가 그런 일을 벌일 수 있다는 말이군요?",
,A,아드리안,A_default_def,,,,,그렇지. 황후 같은 사람이 또 나타나지 않으리란 법은 없어.,
,A,아드리안,A_default_bad,,,,,"황실 직계 사람이 아니더라도, 제국의 힘을 노리는 사람은 아직까지도 많이 있으니까.",
,S,세레나,,,,,,그렇다면···.,
,,,,,,,,"(모두의 말을 듣고, 떠오른 내 해결책.",
,,,,,,,,(그것이 정답인지는 알 수 없었다.,
,S,세레나,,,,,,"제국과 왕국이 평화적으로 하나가 된다면, 더 이상 피를 흘릴 필요가 없어지지 않을까?",
,S,세레나,,,,,,"물론, 당장 대륙이 통일된다면 불만을 가질 사람이 있겠지만.",
,S,세레나,,,,,,"먼 과거, 에스텔 제국과 프라타히라 왕국은 국경이 근접했기에 사람들도 자주 왕래했었고,",
,S,세레나,,,,,,서로의 문화와 식습관도 거의 차이가 없을 정도로 닮아 있었어.,
,N,녹스,N_default_def,,,,,무엇보다 제국 최초의 서적에서는 이 두 나라가 원래는 하나였다는 기록도 있지.,
,A,아드리안,A_default_def,,,,,그런 기록이 있었단 말이야?,
,S,세레나,,,,,,전에 황궁에서 몰래 본 기억이 있어.,
,E,에런,E_default_def,,,,,아마 제가 보여줬던 것 같습니다.,
,E,에런,E_default_def,,,,,그때는 별생각 없이 지나쳤던 내용이었지만···.,
,E,에런,E_default_def,,,,,개인적으로는 실현 가능성이 아예 없는 전제는 아닌 것 같습니다.,
,E,에런,E_default_def,,,,,"오히려 프라타히라 왕국과 합쳐진다면, 제국은 유례없을 평화를 맞이하게 될지도···.",
,H,헤안,H_default_def,,,,,"최대한 혼란 없이 가기 위해선, 다시 나뉘기보단 통일이 이상적일 것 같습니다.",
,S,세레나,,,,,,네 맞아요. 저는 왕국을 식민지로 삼고 싶은 것이 아닙니다. 똑같은 제국으로 대우하고 싶은 거죠.,
,,,,,,,,(다들 내 말에 긍정적인 태도를 보였다.,
,,,,,,,,(하지만 아드리안이 이어 말했다.,
,A,아드리안,A_default_des,,,,,"의도는 좋지만, 갑작스레 통일이 된다면 왕국민들은 혼란스러워할 거야.",
,A,아드리안,A_default_des,,,,,"세레나가 제국과 왕국을 통일하고자 한다면 반대하고 싶진 않지만,",
,A,아드리안,A_default_def,,,,,하나 제안을 하고 싶은 게 있어.,
,S,세레나,,,,,,뭔데?,
,A,아드리안,A_default_def,,,,,국왕 폐하와 얘기했던 내용이긴 한데···.,
,A,아드리안,A_default_def,,,,,우리 프라타히라 왕국을 제국의 수도로 세워줬으면 좋겠어.,
,H,헤안,,,,,,"제국에 소속되긴 하지만, 프라타히라만의 색깔은 그대로 가져가겠단 뜻이군요?",
,A,아드리안,A_default_def,,,,,"어, 그거야.",
,A,아드리안,A_default_def,,,,,원래 시작이 어려운 법이야.,
,A,아드리안,A_default_def,,,,,"왕국이란 테두리 안에서 머물다가 조금씩 제국에 스며들다 보면, 자연스럽게 제국에 관한 거부감은 사라질 거야.",
,A,아드리안,A_default_des,,,,,조금 과한 부탁이 될지도 모르겠네.,
,,,,,,,,(생각지도 못한 방향이었다.,
,,,,,,,,(역시 그는 왕국의 사람이었다. 그 무엇보다 프라타히라 왕국의 사람들을 생각하고 있었다.,
,S,세레나,,,,,,"아니야, 어쩌면 프라타히라 왕국을 수도로 세우는 것이 하나의 상징이 될지도 몰라. ",
,S,세레나,,,,,,왕국을 최대한으로 대우하고 싶다는 제국의 입장을 간접적으로 나타낼 수도 있고 말야. ,
,S,세레나,,,,,,"그런데 조금 부끄럽네, 제국과 왕국을 통일시키겠다고 해놓고서 정작 제국을 더 우선해서 생각했잖아.",
,A,아드리안,A_default_def,,,,,그건 당연한 거 아니야?,
,A,아드리안,A_default_def,,,,,앞으로 왕국이 더 도움을 많이 받을 수밖에 없을 테고.,
,A,아드리안,A_default_def,,,,,"하나의 도시로 인정받아도 엄청난 일인데, 우리의 왕국이 제국의 '수도'가 된다는 건,",
,A,아드리안,A_default_def,,,,,결국 우리에겐 더 좋은 선택지인 거지.,
,A,아드리안,A_default_smi,,,,,그러니까 너무 마음 쓰지 마.,
,,,,,,,,(내 자책에 아드리안은 위로의 말을 건넸다.,
,,,,,,,,(우습게도 그의 말을 들으니 조금은 위안이 되는 듯했다.,
,S,세레나,,,,,,"저희가 함께 이끌어 나가면, 앞으로 이 나라는 모두 더 강해질 겁니다.",
,S,세레나,,,,,,"아직 제가 많이 부족하니, 많이 도와주셨으면 좋겠어요.",
,N,녹스,N_default_smi,,,,,필요한 게 있다면 언제든 불러줘.,
,H,헤안,H_default_smi,,,,,"당연합니다, 곁에서 도울게요.",
,A,아드리안,A_default_bad,,,,,너무 가까이 있진 말고~,
,A,아드리안,A_default_smi,,,,,"뭐, 이 정도는 어렵지 않으니까.",
black,,,,,,,,(내 결단에 모두가 동의했다.,검정화면
,,,,,,,,(제국과 왕국이 하나가 되어 새로운 시대를 맞이하는 것은 이제 시간문제일 뿐이었다.,밝은 브금
,,,,,,,,,
Noble_bed_yellow_day,황실 지배인,황실 지배인,Nobility1,,,,,"황제 폐하, 아드리안 왕자님이 접견실에서 기다리고 계십니다.",
,S,세레나,,,,,,"응, 금방 갈게.",
,,,,,,,,"(제국과 프라타히라 왕국을 통일하기로 정한 후, 일주일이 흘렀다.",
,,,,,,,,"(아드리안은 왕국으로 돌아가 신하들에게 이 사실을 전달하러 갔고, 나는 이곳에 남아서 통일을 준비하기 위한 시간을 보내고 있었다.",
,,,,,,,,(녹스는 실험을 하러 마탑을 떠났다.,
,,,,,,,,"(스승님에 대한 처벌은 고민하다, 황실 중요 고위급 자리에 앉히는 걸로 결정지었다.",
,,,,,,,,"(제국과 왕국을 통일하기로 한 이상, 프라타히라 왕국 외 타 왕국과 협정을 맺을 일이 많아질 예정이었다.",
,,,,,,,,(그때 제국을 대표할 사람으로 스승님을 보내기로 했다. ,
,,,,,,,,"(제국을 향해 속죄할 기회를, 이렇게 주기로 했다.",
,,,,,,,,"(가장 어렵지만, 가장 중요한 일. 그 일을 완벽히 해내야 하는 사명감을 주었다.",
,,,,,,,,"(그렇게 해서라도, 스승님이 살길 바랐다. 나를 배신하긴 했지만, 악의를 가진 것은 아니기 때문에 참작하여 벌을 내리기로 했다.",
,,,,,,,,(그럼에도 아마 우리 중에서 가장 바빠질 사람이 될 것은 분명한 사실이었다.,
Kingdom_table,S,세레나,,,,adrian1,,정말 쉴 틈이 하나도 없네.,접견실
,S,세레나,,,,,,"그래도, 생각보다 잘 해내고 있는 것 같아.",
,,,,,,,,(나는 접견실에 도착해 아드리안을 기다리고 있었다.,
,,,,,,,,(똑똑―,노크 소리
,,,,,,,,(그때 문밖에서 노크 소리가 들렸다.,
,S,세레나,,,,,,누구냐?,
,,,,,,,,(올 사람이 없을 텐데···.,
,A,아드리안,A_default_smi,,,,,"나야, 세레나.",
,,,,,,,,(익숙한 목소리였다.,
,,,,,,,,(아드리안은 문을 열고 방으로 들어왔다.,
,S,세레나,,,,,,"뭐야, 왜 여기로 왔어?",
,A,아드리안,A_default_smi,,,,,그냥 보고 싶어서 이쪽으로 왔어.,
,A,아드리안,A_default_smi,,,,,어차피 너 바쁠 것 같아서.,
,S,세레나,,,,,,바빠도 너 볼 시간은 있지.,
,,,,,,,,(일주일 동안 고생했는지 제법 핼쑥해진 그였다.,
,S,세레나,,,,,,몸은 괜찮아?,
,A,아드리안,A_default_def,,,,,"응, 그리고 통일에 관해서도 잘 전달했어.",
,S,세레나,,,,,,다들 뭐라고 반응해?,
,A,아드리안,A_default_def,,,,,"뭐, 싫어하는 사람도 있고. 이걸 기회라고 생각하는 사람도 있지.",
,A,아드리안,A_default_def,,,,,"사실 프라타히라 왕국이 경제적으로 풍요로운 곳은 아니었으니까,",
,A,아드리안,A_default_def,,,,,서민들의 경우 제국의 물자를 통해 이전보단 나은 삶을 살 수 있다고 말하니 대부분 동의하더라고.,
,S,세레나,,,,,,나름 설득하기 위해서 준비하고 갔구나?,
,A,아드리안,A_default_smi,,,,,"그럼! 기껏 어렵게 통일이 됐는데, 반란이 일어나지 않길 바랐으니까.",
,S,세레나,,,,,,잘했네~,
,,,,,,,,(나는 기특한 마음에 아드리안의 머리를 쓰다듬었다.,
,,,,,,,,"(하지만, 그것이 그에게 자극이 되었던 걸까.",
,A,아드리안,A_default_des,,,,,야. 남의 머리 함부로 쓰다듬는 거 아니야.,
,S,세레나,,,,,,"뭐, 어때. 내 껀데.
",
,A,아드리안,A_default_embR,,,,,"뭐, 뭐?!",
,,,,,,,,(얼굴이 새빨개진 아드리안.,
,,,,,,,,(지금이 가장 적절한 타이밍인가 보다.,
,S,세레나,,,,,,"더 빨리 말해야 했는데, 이제야 말하네.",
,S,세레나,,,,,,아드리안.,
,A,아드리안,A_default_embR,,,,,어?,
,,,,,,,,(나는 무릎을 꿇고 반지를 건네며 말했다.,
,S,세레나,,,,,,나와 남은 생을 함께하지 않을래?,
,S,세레나,,,,,,내 반려가 되어줘. 나와 함께 합쳐질 이 두 나라를 다스리자.,
,,,,,,,,(오랫동안 고민한 일이었다.,
,,,,,,,,"(나와, 그리고 이 제국을 위해 기꺼이 제 왕국을 내어준 저 남자를 놓치고 싶지 않았다.",
,,,,,,,,"(자기 목숨을 걸고, 나를 구해준 이 남자와 이제는,",
,,,,,,,,(내 남은 인생 전부를 걸고 싶어졌다.,
,A,아드리안,A_default_smiR,,,,,이거 지금 청혼인 거야?,
,S,세레나,,,,,,"뭐, 그런 셈이지?",
,S,세레나,,,,,,흔하게 올 수 있는 기회가 아니라고.,
,A,아드리안,A_default_desR,,,,,하! 진짜.,화면 흔들림
,,,,,,,,(아드리안이 혀를 차는 소리를 냈다.,
,A,아드리안,A_default_desR,,,,,"너는 진짜 예상을 할 수가 없냐, 왜?
",
,S,세레나,,,,,,왜? 청혼은 꼭 남자가 하라는 법이라도 있나?,
,A,아드리안,A_default_desR,,,,,"그건 아니지만,",
,A,아드리안,A_default_smiR,,,,,내가 해주고 싶었거든,
CG_A_ending,,,,,,,,(그때 아드리안이 무릎을 꿇고 내게 입을 맞췄다.,일러스트
,A,아드리안,,,,,,나는 제국의 황제 자리를 감히 탐내지 않아.,
,A,아드리안,,,,,,"이 제국의 황제와 황후 모두, 세레나 너의 것이지.",
,S,세레나,,,,,,"···그럼, 나의 국서가 되어줘.",
,A,아드리안,,,,,,국서?,
,S,세레나,,,,,,"응, 내 남편이 되어 달라고.",
,A,아드리안,,,,,,그거 마음에 드네.,
,A,아드리안,,,,,,"난 세레나, 너의 것이니까 말이야.",
,A,아드리안,,,,,,내 모든 건 다 전부 너의 것이야.,
,A,아드리안,,,,,,"그러니, 너의 전부를 나에게도 줘.",
,,,,,,,,(나는 아드리안의 얼굴을 보며 눈웃음을 지었다.,
,,,,,,,,(그의 표정이 사랑스럽기 그지없었다.,
,S,세레나,,,,,,"이미, 내 모든 것이 너의 것인걸.",
,S,세레나,,,,,,"사랑해, 아드리안.",
,A,아드리안,,,,,,나도. ,
,A,아드리안,,,,,,"그 어떤 것보다 널 사랑해, 세레나.",
,,,,,,,,(우리는 서로를 껴안으며 달콤하게 입을 맞췄다.,쪽 소리
,,,,,,,,(제국 최초로 여제와 국서가 탄생하는 순간이었다.,
