background,Chrt_ID,이름,Chrt_Pos,Event,sound,BGM,BGM2,Text,비고
,,,,,,,,(놀랍게도 에런 또한 이 사실을 모르고 있는 것 같았다.,
,,,,,,,,"(일단, 나는 둘의 언쟁을 뒤로 하고 집중하기로 했다.",
,,,,,,,,(힘을 사용하기 위한 집중을.,
,,,,,,,,"(여태 알 수 없는 이유로 사용되지 않았지만, 지금이라면 될 것만 같았다.",
,,,,,,,,"(힘을 사용할 수만 있다면, 나는 물론 아드리안과 헤안까지 치유가 될 테니까···.",
,,,,,,,,(지금의 나는 간절했다. 그 누구보다도.,
,E,에런,E_default_bad,,,,,말도 안 됩니다. 헛소리하지 마세요.,
,,,,,,,,(에런 스승님은 황후의 말을 부정하듯 쳐냈다.,
,황후 카일리,황후 카일리,Q_default_def,,,,,네가 아무리 부정해도 달라지는 건 아무것도 없어.,
,황후 카일리,황후 카일리,Q_default_def,,,,,"너를 낳은 것도, 황궁으로 불러들인 것도, 황제를 죽인 것도 모두 나고. ",
,황후 카일리,황후 카일리,Q_default_def,,,,,"황태자를 죽인 것도, 전쟁에 나가 분란을 일으켰던 것도 여태 다 모두 네가 한 일이니까.",
,황후 카일리,황후 카일리,Q_default_def,,,,,그 모든 잘못을 내게 돌릴 생각은 마.,
,황후 카일리,황후 카일리,Q_default_def,,,,,내 말을 듣기로 결정한 건 바로 너의 선택이었으니까.,
,E,에런,E_default_bad,,,,,저도 잘 알고 있습니다. 어쨌든 제가 저지른 일들이라는 거.,
,E,에런,E_default_des,,,,,하지만··· 이건 뭔가 잘못됐습니다.,
,E,에런,E_default_des,,,,,"제가 당신의 아들이라는 미친 소리도, 마음을 다잡지 못해 휘둘리는 저도",
,E,에런,E_default_des,,,,,죄다 역겹습니다.,
,E,에런,E_default_des,,,,,대체 내가 무슨 짓을 저질렀던 건지···.,
,,,,,,,,(스승님은 머리를 짚었다. ,
,,,,,,,,"(단언컨대, 그는 무너져 내려가고 있었다.",
,,,,,,,,(손을 무척이나 떨고 있었으니까.,
,,,,,,,,(후회라도 하고 있는 걸까.,
,황후 카일리,황후 카일리,Q_default_bad,,,,,나는 황제의 피를 가지고 있는 놈들을 모조리 없앨 거란다.,
,황후 카일리,황후 카일리,Q_default_bad,,,,,역겨운 황제의 피가 더 이상 이 제국에 흘러선 안 돼.,
,황후 카일리,황후 카일리,Q_default_bad,,,,,"그리고, 오로지 나만을 위한 새로운 제국이 만들 것이란다.",
,E,에런,E_default_ang,,,,,말이 다르지 않습니까!,
,E,에런,E_default_ang,,,,,"전에 저와 약속했을 땐, 지금의 황가를 무너뜨리는 것뿐이었잖아요.",
,황후 카일리,황후 카일리,Q_default_def,,,,,"그래, 황가를 무너뜨리기 위해서는 황실의 피부터 메마르게 해야 하지 않겠니.",
,황후 카일리,황후 카일리,Q_default_def,,,,,저 아이도 마지막엔 그에 포함되겠고.,
,황후 카일리,황후 카일리,Q_default_def,,,,,"넌 머리도 좋은 애가, 저 아이와 관련되면 멍청해지더구나.",
,황후 카일리,황후 카일리,Q_default_def,,,,,지금이라도 현실을 직시해 보렴.,
,황후 카일리,황후 카일리,Q_default_def,,,,,"네가 무슨 상황인지, 그리고 저 아이가 너 때문에 무슨 일을 겪고 있는지.",
,E,에런,E_default_bad,,,,,이런 식으로 뒤통수를 치실 생각이었습니까?,
,,,,,,,,"(스승님은 고개를 숙인 뒤, 그 후로 말을 잇지 못했다.",
,,,,,,,,(더 이상 그의 눈에 의지라는 게 보이지 않았다.,
,,,,,,,,(이 혼란스러운 상황을 해결할 수 있는 유일한 사람은 나밖에 남아있지 않았다.,
,,,,,,,,"(지금부터는,",
,,,,,,,,(제국의 미래가 달린 결정을 내려야 할 때였다.,
,,,,,,브금 중지,,(그 순간이었다.,
,,,,,heart,,,(내 심장이 세차게 뛰기 시작했다.,
,,,,,,,,(제국과 나를 응원해주는 사람들을 생각해서였을까?,
,,,,,,tension7,,(심장 부근의 힘이 자유롭게 흘러 다니는 게 느껴졌다.,
,,,,,,,,(온몸에 전율이 흘렀다. 처음 느껴보는 감각이었다.,
,,,,white,magic,,,"(나는 그 힘을 아드리안과 헤안, 그리고 기사단에게 흘려보냈다.",
,S,세레나,,,,,,···됐다.,
,,,,,,,,(나는 작게 혼잣말을 속삭였다.,
,,,,,,,,"(동시에, 널브러졌던 이들이 일어나기 시작했다.",
,황실 기사단,황실 기사단,Knight_default,,,,,"무, 뭐야?!",
,황실 기사단,황실 기사단,Knight_default,,,,,쓰러졌던 기사들이 다시 일어나고 있습니다!,
,황후 카일리,황후 카일리,Q_default_emb,,,,,뭐?,
,,,,,,,,(황후와 그의 기사단이 당황해하며 물러섰다.,
,황후 카일리,황후 카일리,Q_default_bad,,,,,계획이 너무 틀어졌어···.,
,,,,,,,,(황후가 중얼거렸다.,
,황후 카일리,황후 카일리,Q_default_ang,,,,,사생아에게 저런 힘이 있다는 걸 나한테 말 안 하고 있었어? 에런 스노우!,
,,,,,,,,(스승님은 여태 모든 사건 사고를 황후에게 전달하지 않은 모양이었다.,
,,,,,,,,(나름의 보험이었던 걸까.,
,,,,,"war_shout, sword_hit2",,,(또다시 두 기사단이 맞부딪히기 시작했다.,전투소리
,,,,,,,,(이번에는 나도 합세했다.,
,,,,,,,,(넘치는 힘이 나를 둘러싸고 있어서인지 몸 자체가 가벼웠다.,
,H,헤안,H_default_emb,,,,,"세레나님, 괜찮으십니까? 또 그 힘을 사용하신 겁니까?",
,A,아드리안,A_default_emb,,,,,"야, 너 뭐야? 괜찮아?",
,,,,,,,,(둘은 동시에 내 상태를 물어왔다.,
,,,,,,,,(상태가 심각했던 건 정작 그 둘이었는데도.,
,S,세레나,,,,,,"물론, 괜찮지.",
,,,,,,,,"(힘을 계속 사용해서인지 어지러워지기는 했지만, 이 정도는 괜찮았다.",
,,,,,,,,"(전투가 지속되자, 점점 우리 기사단이 우위에 서기 시작했다.",
,,,,,,,,(내 힘 덕분에 기사단의 체력이 소모되지 않고 있었기 때문이었다.,
,,,,,,,,"(이대로만 간다면, 황후를 제압하고 제국 개혁이라는 목표가 머지 않은 시점이었다.",
,,,,,sword_out,,,"(그때 황후가 혼란을 틈타, 기사의 칼을 빼 들어 달려들었다.",
,황후 카일리,황후 카일리,Q_default_ang,shake,,,,너만 없었어도!,화면 흔들림
,S,세레나,,,,,,···!,
,,,,,,,,(하지만 황후의 칼은 막혔다.,
,,,,menu,,,,(···에 의해.,
,,,,choise1,,,,에런 스노우,
,,,,choise2,,,,헤안 레이워스,
,,,,choise3,,,,녹스,
,,,,choise4,,,,아드리안 하몬,
,,,,choise5,,,,세레나 에프탈,
